time,instrument,price,quantity,bid1_price,bid3_price,ask1_price,ask3_price,above_ask3,below_bid3
827019,CARD,10092,25,9666.0,9664.0,9668.0,9670.0,True,False
827166,CARD,10089,20,10093.0,10091.0,10095.0,10097.0,False,True
827175,CARD,10080,5,10093.0,10091.0,10095.0,10097.0,False,True
827180,CARD,10080,5,10093.0,10091.0,10095.0,10097.0,False,True
827298,CARD,10097,5,10078.0,10076.0,10080.0,10082.0,True,False
827302,CARD,10097,7,10078.0,10076.0,10080.0,10082.0,True,False
827303,CARD,10097,2,10078.0,10076.0,10080.0,10082.0,True,False
827319,CARD,10097,10,10078.0,10076.0,10080.0,10082.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827557,CARD,10100,5,10089.0,10087.0,10091.0,10093.0,True,False
827666,CARD,10171,10,10111.0,10109.0,10114.0,10116.0,True,False
827666,CARD,10176,20,10111.0,10109.0,10114.0,10116.0,True,False
827666,CARD,10178,5,10111.0,10109.0,10114.0,10116.0,True,False
827666,CARD,10200,15,10111.0,10109.0,10114.0,10116.0,True,False
827666,CARD,10200,100,10111.0,10109.0,10114.0,10116.0,True,False
827666,CARD,10200,150,10111.0,10109.0,10114.0,10116.0,True,False
827666,CARD,10200,135,10111.0,10109.0,10114.0,10116.0,True,False
885357,CARD,9502,4,10238.0,10236.0,10240.0,10242.0,False,True
885364,CARD,9472,20,10238.0,10236.0,10240.0,10242.0,False,True
885413,CARD,9472,30,10238.0,10236.0,10240.0,10242.0,False,True
885598,CARD,9472,5,9467.0,9465.0,9469.0,9471.0,True,False
885602,CARD,9472,30,9467.0,9465.0,9469.0,9471.0,True,False
885608,CARD,9472,10,9467.0,9465.0,9469.0,9471.0,True,False
885608,CARD,9472,5,9467.0,9465.0,9469.0,9471.0,True,False
885608,CARD,9473,5,9467.0,9465.0,9469.0,9471.0,True,False
885608,CARD,9473,10,9467.0,9465.0,9469.0,9471.0,True,False
885704,CARD,9479,30,9470.0,9468.0,9473.0,9475.0,True,False
885762,CARD,9487,5,9477.0,9475.0,9479.0,9481.0,True,False
885811,CARD,9492,30,9477.0,9475.0,9479.0,9481.0,True,False
885864,CARD,9474,5,9490.0,9488.0,9492.0,9494.0,False,True
885918,CARD,9471,30,9490.0,9488.0,9492.0,9494.0,False,True
885926,CARD,9471,10,9490.0,9488.0,9492.0,9494.0,False,True
885970,CARD,9490,30,9469.0,9467.0,9471.0,9473.0,True,False
885970,CARD,9489,20,9469.0,9467.0,9471.0,9473.0,True,False
885970,CARD,9489,5,9469.0,9467.0,9471.0,9473.0,True,False
886019,CARD,9492,30,9469.0,9467.0,9471.0,9473.0,True,False
886036,CARD,9489,50,9469.0,9467.0,9471.0,9473.0,True,False
886071,CARD,9481,10,9489.0,9487.0,9492.0,9494.0,False,True
886116,CARD,9483,30,9489.0,9487.0,9492.0,9494.0,False,True
936377,CARD,10443,10,9481.0,9479.0,9483.0,9485.0,True,False
936402,CARD,10443,4,9481.0,9479.0,9483.0,9485.0,True,False
936436,CARD,10443,2,9481.0,9479.0,9483.0,9485.0,True,False
936470,CARD,10452,3,10443.0,10441.0,10444.0,10446.0,True,False
936477,CARD,10462,30,10443.0,10441.0,10444.0,10446.0,True,False
936487,CARD,10462,17,10443.0,10441.0,10444.0,10446.0,True,False
936487,CARD,10461,3,10443.0,10441.0,10444.0,10446.0,True,False
936528,CARD,10461,20,10443.0,10441.0,10444.0,10446.0,True,False
936576,CARD,10457,20,10461.0,10459.0,10464.0,10466.0,False,True
936670,CARD,10436,3,10455.0,10453.0,10457.0,10459.0,False,True
936670,CARD,10429,3,10455.0,10453.0,10457.0,10459.0,False,True
936670,CARD,10428,3,10455.0,10453.0,10457.0,10459.0,False,True
936682,CARD,10393,3,10455.0,10453.0,10457.0,10459.0,False,True
936685,CARD,10393,3,10455.0,10453.0,10457.0,10459.0,False,True
983064,CARD,9318,1,10391.0,10389.0,10393.0,10395.0,False,True
983140,CARD,9331,3,10391.0,10389.0,10393.0,10395.0,False,True
983270,CARD,9325,3,9320.0,9318.0,9322.0,9324.0,True,False
983372,CARD,9338,20,9333.0,9331.0,9335.0,9337.0,True,False
983372,CARD,9338,3,9333.0,9331.0,9335.0,9337.0,True,False
983372,CARD,9344,3,9333.0,9331.0,9335.0,9337.0,True,False
983379,CARD,9344,5,9333.0,9331.0,9335.0,9337.0,True,False
983436,CARD,9344,3,9333.0,9331.0,9335.0,9337.0,True,False
983529,CARD,9324,20,9344.0,9342.0,9346.0,9348.0,False,True
983659,CARD,9313,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9313,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9311,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9309,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9306,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9306,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9300,3,9319.0,9317.0,9321.0,9323.0,False,True
983659,CARD,9242,3,9319.0,9317.0,9321.0,9323.0,False,True
983720,CARD,9242,3,9319.0,9317.0,9321.0,9323.0,False,True
983764,CARD,9232,3,9240.0,9238.0,9242.0,9244.0,False,True
983764,CARD,9231,10,9240.0,9238.0,9242.0,9244.0,False,True
983764,CARD,9228,3,9240.0,9238.0,9242.0,9244.0,False,True
983810,CARD,9227,3,9240.0,9238.0,9242.0,9244.0,False,True
983867,CARD,9222,3,9225.0,9223.0,9227.0,9229.0,False,True
983867,CARD,9222,10,9225.0,9223.0,9227.0,9229.0,False,True
983988,CARD,9229,23,9218.0,9216.0,9220.0,9222.0,True,False
984068,CARD,9234,3,9227.0,9225.0,9229.0,9231.0,True,False
984075,CARD,9243,20,9227.0,9225.0,9229.0,9231.0,True,False
984464,CARD,9236,3,9251.0,9249.0,9252.0,9254.0,False,True
984472,CARD,9231,3,9251.0,9249.0,9252.0,9254.0,False,True
984611,CARD,9224,10,9229.0,9227.0,9231.0,9233.0,False,True
984667,CARD,9238,3,9222.0,9220.0,9224.0,9226.0,True,False
984667,CARD,9252,3,9222.0,9220.0,9224.0,9226.0,True,False
984667,CARD,9260,3,9222.0,9220.0,9224.0,9226.0,True,False
984667,CARD,9331,3,9222.0,9220.0,9224.0,9226.0,True,False
984667,CARD,9342,3,9222.0,9220.0,9224.0,9226.0,True,False
984667,CARD,9347,20,9222.0,9220.0,9224.0,9226.0,True,False
984667,CARD,9353,3,9222.0,9220.0,9224.0,9226.0,True,False
984673,CARD,9398,12,9222.0,9220.0,9224.0,9226.0,True,False
984673,CARD,9397,8,9222.0,9220.0,9224.0,9226.0,True,False
984675,CARD,9397,3,9222.0,9220.0,9224.0,9226.0,True,False
1050460,CARD,10153,3,10159.0,10157.0,10161.0,10163.0,False,True
1050460,CARD,10145,10,10159.0,10157.0,10161.0,10163.0,False,True
1050460,CARD,10140,3,10159.0,10157.0,10161.0,10163.0,False,True
778606,DDJH,8602,47,8576.0,8574.0,8578.0,8580.0,True,False
778664,DDJH,8628,2,8602.0,8600.0,8604.0,8606.0,True,False
778711,DDJH,8628,47,8602.0,8600.0,8604.0,8606.0,True,False
778878,DDJH,8634,1,8620.0,8618.0,8622.0,8624.0,True,False
778879,DDJH,8634,30,8620.0,8618.0,8622.0,8624.0,True,False
826963,DDJH,8586,3,8634.0,8632.0,8636.0,8638.0,False,True
826963,DDJH,8586,37,8634.0,8632.0,8636.0,8638.0,False,True
826980,DDJH,8587,10,8634.0,8632.0,8636.0,8638.0,False,True
827177,DDJH,8612,10,8591.0,8589.0,8593.0,8595.0,True,False
827182,DDJH,8612,10,8591.0,8589.0,8593.0,8595.0,True,False
827362,DDJH,8593,10,8630.0,8628.0,8632.0,8634.0,False,True
827362,DDJH,8593,4,8630.0,8628.0,8632.0,8634.0,False,True
827368,DDJH,8591,2,8630.0,8628.0,8632.0,8634.0,False,True
827763,DDJH,8591,3,8610.0,8608.0,8612.0,8614.0,False,True
827763,DDJH,8589,3,8610.0,8608.0,8612.0,8614.0,False,True
827763,DDJH,8586,3,8610.0,8608.0,8612.0,8614.0,False,True
827763,DDJH,8585,10,8610.0,8608.0,8612.0,8614.0,False,True
827763,DDJH,8585,2,8610.0,8608.0,8612.0,8614.0,False,True
827770,DDJH,8583,3,8610.0,8608.0,8612.0,8614.0,False,True
885358,DDJH,8522,2,8581.0,8579.0,8583.0,8585.0,False,True
885377,DDJH,8529,25,8581.0,8579.0,8583.0,8585.0,False,True
885821,DDJH,8465,8,8440.0,8438.0,8442.0,8444.0,True,False
885824,DDJH,8465,10,8440.0,8438.0,8442.0,8444.0,True,False
886064,DDJH,8465,1,8460.0,8458.0,8462.0,8464.0,True,False
936678,DDJH,8225,30,8229.0,8227.0,8231.0,8233.0,False,True
983204,DDJH,8172,25,8186.0,8184.0,8188.0,8190.0,False,True
983230,DDJH,8170,10,8186.0,8184.0,8188.0,8190.0,False,True
983569,DDJH,8185,1,8174.0,8172.0,8176.0,8178.0,True,False
983569,DDJH,8185,5,8174.0,8172.0,8176.0,8178.0,True,False
983593,DDJH,8198,25,8174.0,8172.0,8176.0,8178.0,True,False
983720,DDJH,8185,5,8198.0,8196.0,8200.0,8202.0,False,True
983809,DDJH,8204,5,8185.0,8183.0,8187.0,8189.0,True,False
983867,DDJH,8232,4,8204.0,8202.0,8206.0,8208.0,True,False
983867,DDJH,8238,5,8204.0,8202.0,8206.0,8208.0,True,False
983979,DDJH,8225,35,8241.0,8239.0,8243.0,8245.0,False,True
983985,DDJH,8225,15,8241.0,8239.0,8243.0,8245.0,False,True
983985,DDJH,8224,4,8241.0,8239.0,8243.0,8245.0,False,True
983992,DDJH,8224,18,8241.0,8239.0,8243.0,8245.0,False,True
984465,DDJH,8240,5,8221.0,8219.0,8223.0,8225.0,True,False
984667,DDJH,8254,5,8238.0,8236.0,8240.0,8242.0,True,False
984667,DDJH,8255,3,8238.0,8236.0,8240.0,8242.0,True,False
1050375,DDJH,8125,50,8251.0,8249.0,8253.0,8255.0,False,True
778622,DLKV,8565,2,8568.0,8566.0,8570.0,8572.0,False,True
778664,DLKV,8573,2,8563.0,8561.0,8565.0,8567.0,True,False
778769,DLKV,8593,1,8573.0,8571.0,8575.0,8577.0,True,False
778878,DLKV,8605,1,8593.0,8591.0,8595.0,8597.0,True,False
778878,DLKV,8605,2,8593.0,8591.0,8595.0,8597.0,True,False
778879,DLKV,8605,47,8593.0,8591.0,8595.0,8597.0,True,False
778879,DLKV,8604,3,8593.0,8591.0,8595.0,8597.0,True,False
778879,DLKV,8604,30,8593.0,8591.0,8595.0,8597.0,True,False
778880,DLKV,8604,2,8593.0,8591.0,8595.0,8597.0,True,False
827071,DLKV,8527,10,8544.0,8542.0,8546.0,8548.0,False,True
827071,DLKV,8527,3,8544.0,8542.0,8546.0,8548.0,False,True
827071,DLKV,8527,2,8544.0,8542.0,8546.0,8548.0,False,True
827071,DLKV,8521,2,8544.0,8542.0,8546.0,8548.0,False,True
827071,DLKV,8521,2,8544.0,8542.0,8546.0,8548.0,False,True
827071,DLKV,8515,10,8544.0,8542.0,8546.0,8548.0,False,True
827078,DLKV,8512,3,8544.0,8542.0,8546.0,8548.0,False,True
827078,DLKV,8512,3,8544.0,8542.0,8546.0,8548.0,False,True
827078,DLKV,8512,12,8544.0,8542.0,8546.0,8548.0,False,True
827175,DLKV,8533,3,8510.0,8508.0,8512.0,8514.0,True,False
827175,DLKV,8533,3,8510.0,8508.0,8512.0,8514.0,True,False
827367,DLKV,8530,3,8516.0,8514.0,8518.0,8520.0,True,False
827368,DLKV,8530,2,8516.0,8514.0,8518.0,8520.0,True,False
827368,DLKV,8530,2,8516.0,8514.0,8518.0,8520.0,True,False
827426,DLKV,8530,13,8516.0,8514.0,8518.0,8520.0,True,False
885363,DLKV,8597,2,8548.0,8546.0,8550.0,8552.0,True,False
885364,DLKV,8597,2,8548.0,8546.0,8550.0,8552.0,True,False
885384,DLKV,8597,6,8548.0,8546.0,8550.0,8552.0,True,False
885568,DLKV,8603,2,8595.0,8593.0,8599.0,8601.0,True,False
885568,DLKV,8609,1,8595.0,8593.0,8599.0,8601.0,True,False
885568,DLKV,8609,1,8595.0,8593.0,8599.0,8601.0,True,False
885575,DLKV,8623,32,8595.0,8593.0,8599.0,8601.0,True,False
885677,DLKV,8630,2,8623.0,8621.0,8626.0,8628.0,True,False
885677,DLKV,8630,2,8623.0,8621.0,8626.0,8628.0,True,False
885684,DLKV,8631,2,8623.0,8621.0,8626.0,8628.0,True,False
885684,DLKV,8631,38,8623.0,8621.0,8626.0,8628.0,True,False
885687,DLKV,8631,6,8623.0,8621.0,8626.0,8628.0,True,False
885687,DLKV,8630,44,8623.0,8621.0,8626.0,8628.0,True,False
885701,DLKV,8630,5,8623.0,8621.0,8626.0,8628.0,True,False
886071,DLKV,8629,1,8624.0,8622.0,8626.0,8628.0,True,False
886071,DLKV,8629,2,8624.0,8622.0,8626.0,8628.0,True,False
886072,DLKV,8630,2,8624.0,8622.0,8626.0,8628.0,True,False
886102,DLKV,8629,6,8624.0,8622.0,8626.0,8628.0,True,False
886102,DLKV,8629,6,8624.0,8622.0,8626.0,8628.0,True,False
936358,DLKV,8851,2,8629.0,8627.0,8631.0,8633.0,True,False
936376,DLKV,8849,30,8629.0,8627.0,8631.0,8633.0,True,False
936402,DLKV,8848,1,8629.0,8627.0,8631.0,8633.0,True,False
936402,DLKV,8849,20,8629.0,8627.0,8631.0,8633.0,True,False
936402,DLKV,8850,29,8629.0,8627.0,8631.0,8633.0,True,False
936420,DLKV,8850,1,8629.0,8627.0,8631.0,8633.0,True,False
936420,DLKV,8850,1,8629.0,8627.0,8631.0,8633.0,True,False
936435,DLKV,8850,2,8629.0,8627.0,8631.0,8633.0,True,False
936470,DLKV,8855,1,8847.0,8845.0,8850.0,8852.0,True,False
936485,DLKV,8868,20,8847.0,8845.0,8850.0,8852.0,True,False
936495,DLKV,8868,29,8847.0,8845.0,8850.0,8852.0,True,False
936495,DLKV,8867,19,8847.0,8845.0,8850.0,8852.0,True,False
936538,DLKV,8867,36,8847.0,8845.0,8850.0,8852.0,True,False
936627,DLKV,8845,20,8867.0,8865.0,8870.0,8872.0,False,True
936628,DLKV,8845,20,8867.0,8865.0,8870.0,8872.0,False,True
936629,DLKV,8845,8,8867.0,8865.0,8870.0,8872.0,False,True
936691,DLKV,8855,4,8843.0,8841.0,8845.0,8847.0,True,False
983073,DLKV,8981,2,8855.0,8853.0,8857.0,8859.0,True,False
983179,DLKV,8958,4,8979.0,8977.0,8981.0,8983.0,False,True
983179,DLKV,8958,8,8979.0,8977.0,8981.0,8983.0,False,True
983214,DLKV,8960,10,8979.0,8977.0,8981.0,8983.0,False,True
983214,DLKV,8960,10,8979.0,8977.0,8981.0,8983.0,False,True
983214,DLKV,8960,10,8979.0,8977.0,8981.0,8983.0,False,True
983230,DLKV,8960,10,8979.0,8977.0,8981.0,8983.0,False,True
983234,DLKV,8960,8,8979.0,8977.0,8981.0,8983.0,False,True
983423,DLKV,8960,2,8954.0,8952.0,8956.0,8958.0,True,False
983465,DLKV,8949,10,8958.0,8956.0,8960.0,8962.0,False,True
983483,DLKV,8948,11,8958.0,8956.0,8960.0,8962.0,False,True
983497,DLKV,8948,2,8958.0,8956.0,8960.0,8962.0,False,True
983720,DLKV,8948,5,8968.0,8966.0,8970.0,8972.0,False,True
983773,DLKV,8953,20,8948.0,8946.0,8950.0,8952.0,True,False
983971,DLKV,8967,5,8950.0,8947.0,8951.0,8953.0,True,False
983971,DLKV,8968,6,8950.0,8947.0,8951.0,8953.0,True,False
983992,DLKV,8966,18,8950.0,8947.0,8951.0,8953.0,True,False
984029,DLKV,8966,8,8950.0,8947.0,8951.0,8953.0,True,False
984202,DLKV,8960,45,8965.0,8963.0,8967.0,8969.0,False,True
984208,DLKV,8958,5,8965.0,8963.0,8967.0,8969.0,False,True
984209,DLKV,8960,5,8965.0,8963.0,8967.0,8969.0,False,True
984209,DLKV,8961,15,8965.0,8963.0,8967.0,8969.0,False,True
984266,DLKV,8950,30,8958.0,8956.0,8961.0,8963.0,False,True
984266,DLKV,8948,10,8958.0,8956.0,8961.0,8963.0,False,True
984266,DLKV,8947,5,8958.0,8956.0,8961.0,8963.0,False,True
984308,DLKV,8938,5,8958.0,8956.0,8961.0,8963.0,False,True
984308,DLKV,8939,3,8958.0,8956.0,8961.0,8963.0,False,True
984371,DLKV,8944,11,8937.0,8935.0,8939.0,8941.0,True,False
984371,DLKV,8944,11,8937.0,8935.0,8939.0,8941.0,True,False
984371,DLKV,8944,22,8937.0,8935.0,8939.0,8941.0,True,False
984389,DLKV,8944,6,8937.0,8935.0,8939.0,8941.0,True,False
984389,DLKV,8945,2,8937.0,8935.0,8939.0,8941.0,True,False
984390,DLKV,8945,16,8937.0,8935.0,8939.0,8941.0,True,False
984391,DLKV,8945,3,8937.0,8935.0,8939.0,8941.0,True,False
984391,DLKV,8945,6,8937.0,8935.0,8939.0,8941.0,True,False
984391,DLKV,8945,6,8937.0,8935.0,8939.0,8941.0,True,False
984391,DLKV,8945,33,8937.0,8935.0,8939.0,8941.0,True,False
1050353,DLKV,8757,5,8962.0,8960.0,8964.0,8966.0,False,True
1050467,DLKV,8746,5,8730.0,8728.0,8732.0,8734.0,True,False
778662,ETFA,8962,5,8971.0,8967.0,8977.0,8981.0,False,True
778664,ETFA,8962,5,8971.0,8967.0,8977.0,8981.0,False,True
778664,ETFA,8962,12,8971.0,8967.0,8977.0,8981.0,False,True
778769,ETFA,8953,6,8958.0,8956.0,8962.0,8966.0,False,True
778829,ETFA,8953,8,8958.0,8956.0,8962.0,8966.0,False,True
826962,ETFA,9216,5,8947.0,8944.0,8955.0,8959.0,True,False
826962,ETFA,9216,12,8947.0,8944.0,8955.0,8959.0,True,False
826975,ETFA,9216,23,8947.0,8944.0,8955.0,8959.0,True,False
827374,ETFA,9185,25,9216.0,9212.0,9220.0,9224.0,False,True
885346,ETFA,8925,8,9181.0,9177.0,9185.0,9189.0,False,True
885350,ETFA,8925,8,9181.0,9177.0,9185.0,9189.0,False,True
885566,ETFA,8918,1,8923.0,8919.0,8925.0,8929.0,False,True
885574,ETFA,8917,6,8923.0,8919.0,8925.0,8929.0,False,True
885584,ETFA,8917,42,8923.0,8919.0,8925.0,8929.0,False,True
885862,ETFA,8935,10,8913.0,8909.0,8919.0,8923.0,True,False
936356,ETFA,9227,4,8931.0,8927.0,8935.0,8939.0,True,False
936358,ETFA,9221,5,8931.0,8927.0,8935.0,8939.0,True,False
936368,ETFA,9185,10,8931.0,8927.0,8935.0,8939.0,True,False
936368,ETFA,9154,10,8931.0,8927.0,8935.0,8939.0,True,False
936394,ETFA,9134,11,8931.0,8927.0,8935.0,8939.0,True,False
936468,ETFA,9125,10,9130.0,9126.0,9134.0,9138.0,False,True
936468,ETFA,9123,10,9130.0,9126.0,9134.0,9138.0,False,True
936475,ETFA,9101,19,9130.0,9126.0,9134.0,9138.0,False,True
936477,ETFA,9101,11,9130.0,9126.0,9134.0,9138.0,False,True
936477,ETFA,9103,1,9130.0,9126.0,9134.0,9138.0,False,True
936477,ETFA,9103,1,9130.0,9126.0,9134.0,9138.0,False,True
936477,ETFA,9103,12,9130.0,9126.0,9134.0,9138.0,False,True
936517,ETFA,9103,8,9130.0,9126.0,9134.0,9138.0,False,True
936517,ETFA,9103,8,9130.0,9126.0,9134.0,9138.0,False,True
936536,ETFA,9103,70,9130.0,9126.0,9134.0,9138.0,False,True
936536,ETFA,9105,10,9130.0,9126.0,9134.0,9138.0,False,True
983072,ETFA,9018,10,9095.0,9091.0,9101.0,9105.0,False,True
983286,ETFA,9009,28,9014.0,9010.0,9018.0,9022.0,False,True
983286,ETFA,9009,22,9014.0,9010.0,9018.0,9022.0,False,True
983815,ETFA,9046,5,9031.0,9028.0,9034.0,9037.0,True,False
984163,ETFA,9055,5,9046.0,9042.0,9050.0,9053.0,True,False
984163,ETFA,9057,10,9046.0,9042.0,9050.0,9053.0,True,False
984163,ETFA,9059,5,9046.0,9042.0,9050.0,9053.0,True,False
984163,ETFA,9061,10,9046.0,9042.0,9050.0,9053.0,True,False
984163,ETFA,9061,10,9046.0,9042.0,9050.0,9053.0,True,False
984172,ETFA,9059,5,9046.0,9042.0,9050.0,9053.0,True,False
778759,ETFA3,8792,10,8810.0,8805.0,8815.0,8819.0,False,True
778769,ETFA3,8772,6,8810.0,8805.0,8815.0,8819.0,False,True
778769,ETFA3,8772,5,8810.0,8805.0,8815.0,8819.0,False,True
778801,ETFA3,8772,19,8810.0,8805.0,8815.0,8819.0,False,True
778801,ETFA3,8774,9,8810.0,8805.0,8815.0,8819.0,False,True
778829,ETFA3,8774,8,8810.0,8805.0,8815.0,8819.0,False,True
778829,ETFA3,8774,15,8810.0,8805.0,8815.0,8819.0,False,True
826959,ETFA3,9129,10,8768.0,8764.0,8776.0,8780.0,True,False
826962,ETFA3,9129,30,8768.0,8764.0,8776.0,8780.0,True,False
826962,ETFA3,9129,6,8768.0,8764.0,8776.0,8780.0,True,False
826973,ETFA3,9129,5,8768.0,8764.0,8776.0,8780.0,True,False
826973,ETFA3,9129,10,8768.0,8764.0,8776.0,8780.0,True,False
826975,ETFA3,9129,20,8768.0,8764.0,8776.0,8780.0,True,False
827554,ETFA3,9117,10,9137.0,9133.0,9141.0,9145.0,False,True
827554,ETFA3,9112,10,9137.0,9133.0,9141.0,9145.0,False,True
827760,ETFA3,9097,10,9101.0,9098.0,9102.0,9106.0,False,True
827760,ETFA3,9096,5,9101.0,9098.0,9102.0,9106.0,False,True
827767,ETFA3,9096,5,9101.0,9098.0,9102.0,9106.0,False,True
827767,ETFA3,9096,5,9101.0,9098.0,9102.0,9106.0,False,True
885363,ETFA3,8900,3,9096.0,9090.0,9098.0,9102.0,False,True
885364,ETFA3,8900,8,9096.0,9090.0,9098.0,9102.0,False,True
885374,ETFA3,8900,10,9096.0,9090.0,9098.0,9102.0,False,True
885400,ETFA3,8900,12,9096.0,9090.0,9098.0,9102.0,False,True
885415,ETFA3,8900,17,9096.0,9090.0,9098.0,9102.0,False,True
885415,ETFA3,8902,13,9096.0,9090.0,9098.0,9102.0,False,True
936377,ETFA3,9388,15,8917.0,8913.0,8923.0,8927.0,True,False
936377,ETFA3,9388,8,8917.0,8913.0,8923.0,8927.0,True,False
936395,ETFA3,9388,19,8917.0,8913.0,8923.0,8927.0,True,False
936422,ETFA3,9392,2,8917.0,8913.0,8923.0,8927.0,True,False
936422,ETFA3,9388,5,8917.0,8913.0,8923.0,8927.0,True,False
936565,ETFA3,9371,10,9388.0,9384.0,9392.0,9396.0,False,True
936565,ETFA3,9354,10,9388.0,9384.0,9392.0,9396.0,False,True
936565,ETFA3,9344,10,9388.0,9384.0,9392.0,9396.0,False,True
936565,ETFA3,9319,5,9388.0,9384.0,9392.0,9396.0,False,True
936565,ETFA3,9318,15,9388.0,9384.0,9392.0,9396.0,False,True
936565,ETFA3,9318,15,9388.0,9384.0,9392.0,9396.0,False,True
936565,ETFA3,9295,10,9388.0,9384.0,9392.0,9396.0,False,True
936582,ETFA3,9287,50,9388.0,9384.0,9392.0,9396.0,False,True
936611,ETFA3,9293,18,9388.0,9384.0,9392.0,9396.0,False,True
936628,ETFA3,9293,18,9388.0,9384.0,9392.0,9396.0,False,True
936719,ETFA3,9241,10,9285.0,9281.0,9293.0,9297.0,False,True
983971,ETFA3,9182,3,9168.0,9164.0,9172.0,9176.0,True,False
984035,ETFA3,9182,25,9168.0,9164.0,9172.0,9176.0,True,False
778461,ETFB,9271,2,9266.0,9264.0,9267.0,9269.0,True,False
778653,ETFB,9266,9,9269.0,9267.0,9271.0,9273.0,False,True
778653,ETFB,9264,1,9269.0,9267.0,9271.0,9273.0,False,True
778653,ETFB,9259,10,9269.0,9267.0,9271.0,9273.0,False,True
778664,ETFB,9259,12,9269.0,9267.0,9271.0,9273.0,False,True
778666,ETFB,9259,5,9269.0,9267.0,9271.0,9273.0,False,True
778738,ETFB,9259,5,9269.0,9267.0,9271.0,9273.0,False,True
826959,ETFB,9374,10,9257.0,9255.0,9259.0,9261.0,True,False
826963,ETFB,9374,18,9257.0,9255.0,9259.0,9261.0,True,False
826963,ETFB,9374,20,9257.0,9255.0,9259.0,9261.0,True,False
