index,instrument,open,high,low,close,volume
3,NASDAQ-HT,9959,9967,9925,9925,7527
3,NASDAQ-INA,9883,9889,9879,9886,3382
3,NASDAQ-KOTD,10085,10093,10076,10093,4650
3,NASDAQ-NGUP,9981,9981,9974,9974,3857
3,NASDAQ-SIMP,10042,10051,10037,10037,5118
3,NASDAQ-ZITO,9851,9856,9827,9827,7544
4,NASDAQ-CARD,9638,9685,9545,9685,3418
4,NASDAQ-DLKV,10096,10096,10084,10090,3647
4,NASDAQ-ETFB,10021,10027,10019,10019,391
4,NASDAQ-ETFB3,10034,10036,10031,10031,3090
4,NASDAQ-FSR,9895,9916,9879,9879,5312
4,NASDAQ-GOLD,10048,10048,10038,10038,2958
4,NASDAQ-HT,9925,9928,9890,9890,3168
4,NASDAQ-INA,9885,9885,9874,9879,5431
4,NASDAQ-KOTD,10089,10101,10079,10098,5957
4,NASDAQ-NGUP,9974,9989,9974,9989,5468
4,NASDAQ-SIMP,10037,10042,10032,10032,5331
4,NASDAQ-ZITO,9835,9843,9822,9843,4921
5,NASDAQ-CARD,9685,9913,9685,9912,578
5,NASDAQ-DLKV,10100,10111,10084,10106,2128
5,NASDAQ-ETFB,10012,10012,9993,9993,2740
5,NASDAQ-ETFB3,10031,10031,10026,10026,1451
5,NASDAQ-FSR,9879,9881,9858,9865,4950
5,NASDAQ-GOLD,10040,10052,10033,10052,4673
5,NASDAQ-HT,9889,9910,9887,9892,776
5,NASDAQ-INA,9874,9877,9861,9871,6211
5,NASDAQ-KOTD,10092,10092,10074,10074,3879
5,NASDAQ-NGUP,9981,9999,9981,9991,5044
5,NASDAQ-SIMP,10031,10035,10024,10024,5510
5,NASDAQ-ZITO,9836,9866,9835,9866,5478
6,NASDAQ-CARD,9914,9947,9914,9946,562
6,NASDAQ-DLKV,10091,10113,10091,10113,1646
6,NASDAQ-ETFB,9999,10006,9996,10002,145
6,NASDAQ-ETFB3,10026,10026,10024,10024,1434
6,NASDAQ-FSR,9858,9861,9847,9847,5557
6,NASDAQ-GOLD,10052,10065,10048,10065,7421
6,NASDAQ-HT,9887,9915,9881,9901,683
6,NASDAQ-INA,9861,9873,9838,9838,7509
6,NASDAQ-KOTD,10074,10094,10070,10091,3602
6,NASDAQ-NGUP,9995,9995,9971,9971,5643
6,NASDAQ-SIMP,10024,10027,10020,10020,4454
6,NASDAQ-ZITO,9861,9861,9822,9822,4865
7,NASDAQ-CARD,9812,9831,9804,9813,498
7,NASDAQ-DLKV,10112,10164,10109,10164,7626
7,NASDAQ-ETFB,10006,10006,9978,9978,3266
7,NASDAQ-ETFB3,10024,10024,10018,10018,7306
7,NASDAQ-FSR,9857,9857,9830,9830,5163
7,NASDAQ-GOLD,10065,10066,10040,10052,3140
7,NASDAQ-HT,9900,9923,9900,9909,454
7,NASDAQ-INA,9872,9875,9838,9875,3753
7,NASDAQ-KOTD,10091,10101,10089,10101,2099
7,NASDAQ-NGUP,9976,9976,9961,9961,7640
7,NASDAQ-SIMP,10027,10032,10019,10032,4111
7,NASDAQ-ZITO,9822,9838,9819,9834,4704
8,NASDAQ-CARD,9865,9879,9697,9698,766
8,NASDAQ-DLKV,10144,10192,10144,10174,4014
8,NASDAQ-ETFB,9978,9978,9969,9974,2212
8,NASDAQ-ETFB3,10018,10018,10012,10013,7071
8,NASDAQ-FSR,9831,9848,9825,9837,2842
8,NASDAQ-GOLD,10052,10052,10038,10039,3554
8,NASDAQ-HT,9908,9914,9876,9903,779
8,NASDAQ-INA,9876,9876,9841,9845,2773
8,NASDAQ-KOTD,10082,10101,10059,10059,5475
8,NASDAQ-NGUP,9961,9961,9942,9943,4597
8,NASDAQ-SIMP,10027,10033,10020,10030,3250
8,NASDAQ-ZITO,9834,9841,9826,9837,3814
9,NASDAQ-CARD,9698,9709,9443,9443,814
9,NASDAQ-DLKV,10191,10232,10171,10232,2944
9,NASDAQ-ETFB,9974,10008,9974,9974,6826
9,NASDAQ-ETFB3,10012,10032,10011,10030,2959
9,NASDAQ-FSR,9830,9836,9802,9805,2782
9,NASDAQ-GOLD,10039,10047,10038,10038,3061
9,NASDAQ-HT,9905,9941,9899,9919,342
9,NASDAQ-INA,9845,9874,9841,9851,5999
9,NASDAQ-KOTD,10070,10081,10047,10067,2026
9,NASDAQ-NGUP,9943,9981,9940,9979,2462
9,NASDAQ-SIMP,10026,10035,10025,10035,2663
9,NASDAQ-ZITO,9838,9853,9833,9853,6010
10,NASDAQ-CARD,9419,9489,9411,9489,413
10,NASDAQ-DLKV,10222,10280,10222,10253,2333
10,NASDAQ-ETFB,10008,10020,9973,10014,2517
10,NASDAQ-ETFB3,10032,10032,10019,10019,662
10,NASDAQ-FSR,9806,9814,9801,9809,3799
10,NASDAQ-GOLD,10042,10046,10034,10046,4200
10,NASDAQ-HT,9920,9943,9896,9939,687
10,NASDAQ-INA,9874,9895,9841,9895,4296
10,NASDAQ-KOTD,10066,10102,10066,10102,246
10,NASDAQ-NGUP,9981,10026,9981,10017,3120
10,NASDAQ-SIMP,10035,10038,10030,10038,4601
10,NASDAQ-ZITO,9837,9865,9837,9845,4079
11,NASDAQ-CARD,9489,9501,9474,9478,217
11,NASDAQ-DLKV,10253,10253,10162,10162,4473
11,NASDAQ-ETFB,10014,10078,10014,10078,175
11,NASDAQ-ETFB3,10019,10032,10019,10032,20
11,NASDAQ-FSR,9808,9814,9807,9811,2301
11,NASDAQ-GOLD,10034,10051,10033,10051,4959
11,NASDAQ-HT,9944,9956,9895,9895,579
11,NASDAQ-INA,9896,9927,9885,9927,1129
11,NASDAQ-KOTD,10096,10096,10047,10061,3008
11,NASDAQ-NGUP,10023,10023,10007,10007,167
11,NASDAQ-SIMP,10033,10033,10009,10009,5557
11,NASDAQ-ZITO,9845,9845,9822,9822,6099
12,NASDAQ-CARD,9524,9547,9524,9533,84
12,NASDAQ-DLKV,10155,10216,10155,10189,39
12,NASDAQ-ETFB,10074,10289,10074,10289,63
12,NASDAQ-ETFB3,10033,10056,10033,10053,164
12,NASDAQ-FSR,9811,9816,9806,9806,4310
12,NASDAQ-GOLD,10051,10071,10044,10071,7518
12,NASDAQ-HT,9892,9939,9888,9903,566
12,NASDAQ-INA,9922,9922,9849,9856,178
12,NASDAQ-KOTD,10067,10070,10042,10042,3574
12,NASDAQ-NGUP,10019,10045,10013,10030,566
12,NASDAQ-SIMP,10019,10026,10006,10014,3160
12,NASDAQ-ZITO,9827,9827,9811,9816,5332
13,NASDAQ-CARD,9500,9782,9498,9782,452
13,NASDAQ-DLKV,10182,10194,10182,10187,17
13,NASDAQ-ETFB,10308,10308,10223,10223,37
13,NASDAQ-ETFB3,10081,10081,10034,10056,29
13,NASDAQ-FSR,9806,9822,9802,9822,6600
13,NASDAQ-GOLD,10071,10137,10044,10137,7505
13,NASDAQ-HT,9887,9924,9886,9886,449
13,NASDAQ-INA,9849,9856,9835,9836,1683
13,NASDAQ-KOTD,10042,10070,9991,9991,2125
13,NASDAQ-NGUP,10006,10054,10006,10054,348
13,NASDAQ-SIMP,10015,10017,10003,10013,4408
13,NASDAQ-ZITO,9816,9818,9804,9813,3665
14,NASDAQ-CARD,9786,9797,9771,9796,640
14,NASDAQ-DLKV,10191,10200,10163,10189,957
14,NASDAQ-ETFB,10143,10143,10037,10037,55
14,NASDAQ-ETFB3,10049,10049,10049,10049,17
14,NASDAQ-FSR,9822,9831,9822,9829,4941
14,NASDAQ-GOLD,10137,10177,10056,10173,5458
14,NASDAQ-HT,9886,9911,9862,9862,344
14,NASDAQ-INA,9834,9840,9768,9781,850
14,NASDAQ-KOTD,9984,9997,9965,9965,430
14,NASDAQ-NGUP,10021,10040,9989,9989,213
14,NASDAQ-SIMP,10009,10020,10004,10011,4973
14,NASDAQ-ZITO,9813,9821,9810,9811,4188
15,NASDAQ-CARD,9796,9960,9766,9959,821
15,NASDAQ-DLKV,10181,10185,10169,10185,2258
15,NASDAQ-ETFB,10037,10037,10020,10020,27
15,NASDAQ-ETFB3,10042,10042,10003,10003,169
15,NASDAQ-FSR,9831,9834,9827,9834,3821
15,NASDAQ-GOLD,10173,10176,10142,10142,5152
15,NASDAQ-HT,9861,9873,9847,9857,703
15,NASDAQ-INA,9767,9767,9716,9759,915
15,NASDAQ-KOTD,9997,9999,9987,9988,109
15,NASDAQ-NGUP,10009,10040,10009,10040,59
15,NASDAQ-SIMP,10006,10021,10004,10021,4252
15,NASDAQ-ZITO,9810,9811,9803,9803,3300
16,NASDAQ-CARD,9958,10016,9957,10016,738
16,NASDAQ-DLKV,10176,10176,10135,10135,6058
16,NASDAQ-ETFB,10013,10013,9980,9980,115
16,NASDAQ-ETFB3,10005,10005,9979,9979,221
16,NASDAQ-FSR,9834,9841,9834,9841,4710
16,NASDAQ-GOLD,10142,10170,10113,10113,3696
16,NASDAQ-HT,9864,9877,9836,9836,37
16,NASDAQ-INA,9759,9759,9745,9753,3406
16,NASDAQ-KOTD,9997,10013,9980,10011,184
16,NASDAQ-NGUP,10034,10078,10023,10023,180
16,NASDAQ-SIMP,10018,10021,10010,10014,2585
16,NASDAQ-ZITO,9803,9803,9789,9789,6909
17,NASDAQ-CARD,9808,9808,9676,9676,197
17,NASDAQ-DLKV,10138,10138,10100,10136,4077
17,NASDAQ-ETFB,9976,9976,9966,9966,223
17,NASDAQ-ETFB3,9965,9966,9963,9965,226
17,NASDAQ-FSR,9840,9842,9827,9833,3851
17,NASDAQ-GOLD,10113,10123,10103,10103,1213
17,NASDAQ-HT,9821,9835,9817,9835,172
17,NASDAQ-INA,9749,9773,9743,9773,4050
17,NASDAQ-KOTD,9996,10008,9987,10008,3627
17,NASDAQ-NGUP,10051,10095,10051,10095,82
17,NASDAQ-SIMP,10014,10024,10014,10024,5770
17,NASDAQ-ZITO,9789,9789,9772,9772,2389
18,NASDAQ-CARD,9676,9682,9487,9487,669
18,NASDAQ-DLKV,10138,10146,10098,10098,1110
18,NASDAQ-ETFB,9965,9975,9965,9975,25
18,NASDAQ-ETFB3,9965,9965,9956,9956,34
18,NASDAQ-FSR,9833,9843,9827,9838,3310
18,NASDAQ-GOLD,10098,10106,10048,10074,533
18,NASDAQ-HT,9868,9895,9864,9895,520
18,NASDAQ-INA,9761,9776,9761,9776,3606
18,NASDAQ-KOTD,10002,10110,9989,10110,6849
18,NASDAQ-NGUP,10095,10125,10095,10115,38
18,NASDAQ-SIMP,10024,10029,10018,10029,3936
18,NASDAQ-ZITO,9790,9816,9784,9815,1810
19,NASDAQ-CARD,9478,9497,9459,9487,322
19,NASDAQ-DLKV,10098,10158,10098,10158,3119
19,NASDAQ-ETFB,9966,9966,9950,9950,298
19,NASDAQ-ETFB3,9948,9957,9933,9957,178
19,NASDAQ-FSR,9842,9852,9842,9852,4370
19,NASDAQ-GOLD,10067,10080,10061,10080,2975
19,NASDAQ-HT,9884,9899,9878,9897,612
19,NASDAQ-INA,9776,9862,9762,9862,6682
19,NASDAQ-KOTD,10110,10120,10089,10114,4498
19,NASDAQ-NGUP,10087,10087,10087,10087,8
19,NASDAQ-SIMP,10029,10030,10008,10008,3931
19,NASDAQ-ZITO,9816,9845,9815,9838,2595
20,NASDAQ-CARD,9490,9610,9463,9610,208
20,NASDAQ-DLKV,10158,10176,10149,10159,3024
20,NASDAQ-ETFB,9943,10033,9943,10033,93
20,NASDAQ-ETFB3,9968,10001,9968,9987,97
20,NASDAQ-FSR,9836,9856,9832,9842,3339
20,NASDAQ-GOLD,10080,10144,10080,10121,1747
20,NASDAQ-HT,9899,9948,9899,9946,636
20,NASDAQ-INA,9863,9866,9856,9866,2574
20,NASDAQ-KOTD,10114,10114,10074,10074,4569
20,NASDAQ-NGUP,10061,10092,10061,10076,1757
20,NASDAQ-SIMP,10009,10009,9983,9983,2719
20,NASDAQ-ZITO,9837,9838,9813,9835,4670
21,NASDAQ-CARD,9683,9702,9648,9648,258
21,NASDAQ-DLKV,10167,10170,10149,10166,2111
21,NASDAQ-ETFB,10050,10058,10047,10052,298
21,NASDAQ-ETFB3,10000,10038,10000,10038,53
21,NASDAQ-FSR,9835,9835,9814,9814,4816
21,NASDAQ-GOLD,10139,10152,10135,10146,702
21,NASDAQ-HT,9915,9959,9915,9927,862
21,NASDAQ-INA,9866,9906,9861,9868,4472
21,NASDAQ-KOTD,10093,10126,10091,10122,3185
21,NASDAQ-NGUP,10082,10125,10082,10125,1946
21,NASDAQ-SIMP,9988,9993,9980,9993,32
21,NASDAQ-ZITO,9835,9844,9826,9844,5324
22,NASDAQ-CARD,9615,9722,9612,9722,441
22,NASDAQ-DLKV,10156,10166,10152,10165,3791
22,NASDAQ-ETFB,10085,10097,10073,10073,181
22,NASDAQ-ETFB3,10042,10057,10037,10037,156
22,NASDAQ-FSR,9814,9827,9801,9827,522
22,NASDAQ-GOLD,10151,10190,10147,10168,2265
22,NASDAQ-HT,9923,9939,9881,9898,474
22,NASDAQ-INA,9877,9877,9861,9864,2951
22,NASDAQ-KOTD,10122,10136,10121,10121,3767
22,NASDAQ-NGUP,10123,10139,10085,10099,19
22,NASDAQ-SIMP,9997,10004,9968,9995,692
22,NASDAQ-ZITO,9844,9860,9844,9847,4317
23,NASDAQ-CARD,9719,9750,9591,9592,733
23,NASDAQ-DLKV,10168,10171,10142,10142,5409
23,NASDAQ-ETFB,10073,10103,10073,10103,46
23,NASDAQ-ETFB3,10037,10053,10037,10053,252
23,NASDAQ-FSR,9829,9849,9801,9801,1691
23,NASDAQ-GOLD,10179,10195,10171,10193,3955
23,NASDAQ-HT,9905,9943,9905,9916,377
23,NASDAQ-INA,9866,9870,9859,9859,3758
23,NASDAQ-KOTD,10121,10128,10109,10110,4500
23,NASDAQ-NGUP,10098,10098,10071,10071,82
23,NASDAQ-SIMP,9984,10013,9984,10008,3050
23,NASDAQ-ZITO,9849,9862,9823,9862,1946
24,NASDAQ-CARD,9592,9798,9579,9798,726
24,NASDAQ-DLKV,10142,10172,10138,10172,4610
24,NASDAQ-ETFB,10103,10105,10103,10105,108
24,NASDAQ-ETFB3,10053,10064,10049,10061,141
24,NASDAQ-FSR,9842,9845,9818,9829,314
24,NASDAQ-GOLD,10195,10195,10167,10167,4560
24,NASDAQ-HT,9915,9917,9868,9875,384
24,NASDAQ-INA,9859,9859,9844,9844,7500
24,NASDAQ-KOTD,10109,10109,10084,10084,5516
24,NASDAQ-NGUP,10071,10072,10042,10042,1055
24,NASDAQ-SIMP,10009,10016,10009,10016,3318
24,NASDAQ-ZITO,9859,9879,9844,9879,861
25,NASDAQ-CARD,9807,10011,9749,10010,305
25,NASDAQ-DLKV,10172,10182,10170,10170,4084
25,NASDAQ-ETFB,10095,10095,10095,10095,12
25,NASDAQ-ETFB3,10056,10056,10026,10026,61
25,NASDAQ-FSR,9846,9848,9796,9796,432
25,NASDAQ-GOLD,10167,10167,10139,10139,5746
25,NASDAQ-HT,9859,9859,9849,9849,49
25,NASDAQ-INA,9844,9844,9804,9804,5127
25,NASDAQ-KOTD,10083,10083,10061,10061,4096
25,NASDAQ-NGUP,10048,10083,10004,10004,82
25,NASDAQ-SIMP,10016,10023,10007,10007,6056
25,NASDAQ-ZITO,9878,9901,9878,9901,104
63,NASDAQ-CARD,10189,10236,10189,10221,65
63,NASDAQ-DLKV,10002,10012,9982,10012,25
63,NASDAQ-ETFB,9794,9794,9775,9775,37
63,NASDAQ-ETFB3,9808,9826,9808,9826,20
63,NASDAQ-FSR,9349,9356,9335,9352,112
63,NASDAQ-GOLD,10310,10357,10278,10357,30
63,NASDAQ-HT,9747,9761,9747,9761,12
63,NASDAQ-INA,9760,9787,9743,9787,1167
63,NASDAQ-KOTD,9846,9859,9831,9854,763
63,NASDAQ-NGUP,9848,9856,9813,9813,2567
63,NASDAQ-SIMP,9979,10005,9979,10005,51
63,NASDAQ-ZITO,9634,9652,9620,9652,17
64,NASDAQ-CARD,9981,9995,9980,9980,226
64,NASDAQ-DLKV,9971,9988,9971,9979,9
64,NASDAQ-ETFB,9783,9798,9783,9798,14
64,NASDAQ-ETFB3,9841,9841,9841,9841,2
64,NASDAQ-FSR,9355,9378,9334,9334,812
64,NASDAQ-GOLD,10341,10355,10335,10355,176
64,NASDAQ-HT,9780,9780,9732,9747,30
64,NASDAQ-INA,9771,9771,9739,9739,731
64,NASDAQ-KOTD,9857,9859,9834,9859,2576
64,NASDAQ-NGUP,9811,9811,9778,9788,2562
64,NASDAQ-SIMP,9998,10038,9983,10038,348
64,NASDAQ-ZITO,9634,9634,9603,9634,215
65,NASDAQ-CARD,9990,9990,9944,9949,478
65,NASDAQ-DLKV,9981,10025,9981,10025,75
65,NASDAQ-ETFB,9794,9805,9794,9795,64
65,NASDAQ-ETFB3,9872,9874,9872,9874,17
65,NASDAQ-FSR,9336,9356,9323,9352,510
65,NASDAQ-GOLD,10369,10369,10365,10367,58
65,NASDAQ-HT,9713,9784,9708,9770,236
65,NASDAQ-INA,9757,9817,9749,9817,1032
65,NASDAQ-KOTD,9859,9879,9852,9879,1181
65,NASDAQ-NGUP,9795,9816,9788,9802,1872
65,NASDAQ-SIMP,10019,10038,10005,10012,153
65,NASDAQ-ZITO,9605,9629,9574,9629,25
66,NASDAQ-CARD,10045,10054,9933,9933,470
66,NASDAQ-DLKV,9981,10000,9981,10000,27
66,NASDAQ-ETFB,9800,9800,9787,9787,34
66,NASDAQ-ETFB3,9872,9872,9850,9863,29
66,NASDAQ-FSR,9336,9373,9307,9373,575
66,NASDAQ-GOLD,10337,10337,10321,10328,67
66,NASDAQ-HT,9773,9813,9773,9783,106
66,NASDAQ-INA,9816,9816,9774,9792,1701
66,NASDAQ-KOTD,9881,9931,9881,9931,382
66,NASDAQ-NGUP,9792,9809,9777,9777,1372
66,NASDAQ-SIMP,10012,10059,10012,10057,405
66,NASDAQ-ZITO,9639,9662,9615,9662,30
67,NASDAQ-CARD,9931,9941,9888,9888,489
67,NASDAQ-DLKV,10035,10039,10027,10039,14
67,NASDAQ-ETFB,9796,9796,9796,9796,24
67,NASDAQ-ETFB3,9863,9895,9861,9895,284
67,NASDAQ-FSR,9381,9413,9343,9386,554
67,NASDAQ-GOLD,10292,10348,10292,10348,134
67,NASDAQ-HT,9819,9855,9802,9853,287
67,NASDAQ-INA,9794,9836,9794,9836,3854
67,NASDAQ-KOTD,9912,9947,9912,9934,792
67,NASDAQ-NGUP,9786,9834,9782,9826,751
67,NASDAQ-SIMP,10055,10064,10024,10052,334
67,NASDAQ-ZITO,9675,9692,9675,9682,1514
68,NASDAQ-CARD,9903,9903,9750,9750,291
68,NASDAQ-DLKV,10010,10010,10010,10010,1
68,NASDAQ-ETFB,9829,9829,9829,9829,6
68,NASDAQ-ETFB3,9889,9910,9881,9881,168
68,NASDAQ-FSR,9384,9408,9374,9407,2790
68,NASDAQ-GOLD,10350,10350,10350,10350,1
68,NASDAQ-HT,9834,9834,9834,9834,1
68,NASDAQ-INA,9836,9840,9813,9813,4508
68,NASDAQ-KOTD,9934,9943,9929,9929,2001
68,NASDAQ-NGUP,9836,9836,9784,9792,1863
68,NASDAQ-SIMP,10051,10051,10034,10034,3350
68,NASDAQ-ZITO,9685,9708,9680,9707,4252
69,NASDAQ-CARD,9750,9763,9589,9589,359
69,NASDAQ-DLKV,9985,9985,9966,9979,41
69,NASDAQ-ETFB,9838,9886,9838,9886,180
69,NASDAQ-ETFB3,9908,9935,9908,9935,182
69,NASDAQ-FSR,9407,9451,9407,9451,1175
69,NASDAQ-GOLD,10307,10328,10307,10327,16
69,NASDAQ-HT,9856,9873,9839,9848,118
69,NASDAQ-INA,9812,9814,9799,9799,4915
69,NASDAQ-KOTD,9927,9957,9927,9957,1552
69,NASDAQ-NGUP,9793,9836,9793,9832,2628
69,NASDAQ-SIMP,10033,10056,10026,10040,431
69,NASDAQ-ZITO,9708,9724,9702,9718,4525
70,NASDAQ-CARD,9587,9601,9487,9487,424
70,NASDAQ-DLKV,9977,9982,9975,9977,29
70,NASDAQ-ETFB,9886,9886,9858,9861,112
70,NASDAQ-ETFB3,9937,9937,9906,9906,50
70,NASDAQ-FSR,9428,9448,9363,9363,2145
70,NASDAQ-GOLD,10306,10379,10306,10379,25
70,NASDAQ-HT,9848,9858,9819,9819,190
70,NASDAQ-INA,9799,9813,9734,9734,5684
70,NASDAQ-KOTD,9927,9965,9925,9965,831
70,NASDAQ-NGUP,9838,9864,9816,9864,400
70,NASDAQ-SIMP,10057,10067,10050,10067,907
70,NASDAQ-ZITO,9702,9718,9674,9674,2823
71,NASDAQ-CARD,9465,9511,9456,9457,475
71,NASDAQ-DLKV,9967,10002,9940,9982,20
71,NASDAQ-ETFB,9859,9861,9855,9855,19
71,NASDAQ-ETFB3,9904,9915,9901,9913,17
71,NASDAQ-FSR,9361,9361,9335,9339,188
71,NASDAQ-GOLD,10359,10396,10359,10396,3
71,NASDAQ-HT,9828,9828,9810,9817,261
71,NASDAQ-INA,9761,9761,9709,9709,46
71,NASDAQ-KOTD,9967,9968,9877,9877,1505
71,NASDAQ-NGUP,9864,9864,9790,9796,566
71,NASDAQ-SIMP,10056,10056,10056,10056,2
71,NASDAQ-ZITO,9684,9703,9671,9671,766
72,NASDAQ-CARD,9444,9630,9427,9629,781
72,NASDAQ-DLKV,9994,10011,9966,9966,28
72,NASDAQ-ETFB,9855,9855,9850,9850,24
72,NASDAQ-ETFB3,9895,9896,9885,9896,25
72,NASDAQ-FSR,9337,9345,9310,9322,386
72,NASDAQ-GOLD,10418,10418,10418,10418,20
72,NASDAQ-HT,9813,9818,9802,9808,246
72,NASDAQ-INA,9716,9734,9716,9716,53
72,NASDAQ-KOTD,9879,9891,9869,9889,188
72,NASDAQ-NGUP,9794,9830,9794,9800,563
72,NASDAQ-SIMP,10052,10067,10045,10049,2469
72,NASDAQ-ZITO,9666,9688,9660,9688,28
73,NASDAQ-CARD,9632,9632,9604,9607,554
73,NASDAQ-DLKV,9931,9931,9890,9922,37
73,NASDAQ-ETFB,9851,9857,9834,9857,22
73,NASDAQ-ETFB3,9894,9894,9881,9890,51
73,NASDAQ-FSR,9328,9358,9328,9357,3060
73,NASDAQ-GOLD,10418,10419,10391,10407,38
73,NASDAQ-HT,9832,9866,9807,9864,469
73,NASDAQ-INA,9741,9793,9741,9793,78
73,NASDAQ-KOTD,9900,9916,9872,9916,151
73,NASDAQ-NGUP,9802,9842,9800,9802,272
73,NASDAQ-SIMP,10055,10067,10046,10046,3101
73,NASDAQ-ZITO,9683,9683,9675,9675,11
74,NASDAQ-CARD,9484,9748,9461,9747,570
74,NASDAQ-DLKV,9903,9941,9903,9930,34
74,NASDAQ-ETFB,9859,9859,9801,9801,59
74,NASDAQ-ETFB3,9860,9862,9860,9862,24
74,NASDAQ-FSR,9358,9404,9358,9404,1562
74,NASDAQ-GOLD,10408,10408,10391,10391,105
74,NASDAQ-HT,9873,9897,9860,9870,488
74,NASDAQ-INA,9813,9813,9780,9783,66
74,NASDAQ-KOTD,9935,9935,9935,9935,4
74,NASDAQ-NGUP,9839,9883,9835,9878,423
74,NASDAQ-SIMP,10047,10052,10014,10014,1858
74,NASDAQ-ZITO,9679,9718,9679,9691,202
116,NASDAQ-CARD,10844,10947,10806,10947,66
116,NASDAQ-DLKV,9810,9859,9810,9843,50
116,NASDAQ-ETFB,9928,9935,9928,9931,17
116,NASDAQ-ETFB3,9972,9972,9961,9961,24
116,NASDAQ-FSR,9211,9211,9172,9203,23
116,NASDAQ-GOLD,10486,10513,10476,10476,119
116,NASDAQ-HT,9917,9995,9917,9951,20
116,NASDAQ-INA,9983,9983,9972,9972,21
116,NASDAQ-KOTD,9991,9991,9991,9991,8
116,NASDAQ-NGUP,9636,9640,9636,9640,10
116,NASDAQ-SIMP,9991,10003,9987,9995,20
116,NASDAQ-ZITO,9669,9669,9634,9634,98
117,NASDAQ-CARD,10935,10937,10644,10644,37
117,NASDAQ-DLKV,9832,9836,9786,9786,153
117,NASDAQ-ETFB,9944,9944,9907,9907,39
117,NASDAQ-ETFB3,9977,9979,9977,9979,7
117,NASDAQ-FSR,9189,9194,9187,9187,129
117,NASDAQ-GOLD,10521,10560,10521,10560,101
117,NASDAQ-HT,9971,9994,9971,9994,12
117,NASDAQ-INA,9990,10034,9990,10034,18
117,NASDAQ-KOTD,10024,10024,9958,9958,12
117,NASDAQ-NGUP,9672,9705,9672,9705,9
117,NASDAQ-SIMP,9991,10032,9991,10032,32
117,NASDAQ-ZITO,9653,9675,9642,9675,11
118,NASDAQ-CARD,10639,10657,10639,10643,38
118,NASDAQ-DLKV,9786,9806,9775,9775,47
118,NASDAQ-ETFB,9904,9904,9886,9886,50
118,NASDAQ-ETFB3,,,,,0
118,NASDAQ-FSR,9158,9183,9158,9178,8
118,NASDAQ-GOLD,10625,10625,10625,10625,5
118,NASDAQ-HT,9963,9963,9963,9963,8
118,NASDAQ-INA,10049,10049,10049,10049,2
118,NASDAQ-KOTD,,,,,0
118,NASDAQ-NGUP,9683,9707,9683,9702,66
118,NASDAQ-SIMP,10019,10031,10019,10031,30
118,NASDAQ-ZITO,9638,9658,9626,9626,73
119,NASDAQ-CARD,10819,10955,10759,10955,102
119,NASDAQ-DLKV,9790,9799,9790,9799,28
119,NASDAQ-ETFB,9881,9881,9881,9881,2
119,NASDAQ-ETFB3,9955,9955,9955,9955,4
119,NASDAQ-FSR,9222,9242,9222,9242,24
119,NASDAQ-GOLD,,,,,0
