time,instrument,price,quantity,passive_order_id,active_order_id
1179747,NSE-DLKV,11005,1,136245,136254
1179747,NSE-DLKV,11005,2,136245,136255
1179752,NSE-SIMP,10016,10,136753,136763
1179872,NSE-CARD,9899,10,141759,141768
1179951,NSE-ZABA,12584,20,128440,133233
1179960,NSE-CARD,9890,10,141770,141779
1180020,NSE-CARD,9890,1,141770,141780
1180047,NSE-SIMP,9993,2,136776,136787
1180054,NSE-SIMP,9985,10,136789,136798
1180054,NSE-CARD,9892,10,141782,141791
1180113,NSE-OIT,10274,25,125402,125411
1180159,NSE-OIT,10277,25,125413,125422
1180175,NSE-SIMP,10003,10,136800,136810
1180175,NSE-DLKV,10951,10,136298,136307
1180231,NSE-OIT,10277,25,125413,125423
1180247,NSE-ZITO,9289,7,124511,124520
1180260,NSE-SIMP,10015,10,136811,136822
1180260,NSE-DLKV,10939,10,136309,136318
1180260,NSE-CARD,9897,1,141804,141814
1180347,NSE-OIT,10282,6,125424,125435
1180353,NSE-CARD,9911,10,141816,141825
1180419,NSE-OIT,10307,25,125436,125448
1180447,NSE-DLKV,10962,1,136319,136330
1180447,NSE-CARD,9909,5,141815,141826
1180447,NSE-SIMP,10000,1,136823,136834
1180448,NSE-DLKV,10989,20,136276,136331
1180463,NSE-ZABA,12656,10,133282,133292
1180547,NSE-DLKV,11028,1,136331,136342
1180558,NSE-ZABA,12689,10,133293,133303
1180584,NSE-ZITO,9274,20,124551,124561
1180624,NSE-OIT,10341,25,125461,125471
1180648,NSE-DLKV,11038,20,136171,136354
1180653,NSE-OIT,10320,25,125472,125482
1180694,NSE-OIT,10320,25,125472,125483
1180747,NSE-SIMP,9999,4,136858,136868
1180747,NSE-SIMP,9999,8,136858,136869
1180750,NSE-OIT,10273,3,123094,125485
1180762,NSE-SIMP,9995,10,136870,136880
1180762,NSE-CARD,9968,10,141863,141873
1180847,NSE-OIT,10267,4,125484,125497
1180847,NSE-ZABA,12683,1,133315,133325
1180847,NSE-ZABA,12683,2,133315,133326
1180847,NSE-SIMP,9995,9,136870,136881
1180856,NSE-SIMP,10007,10,136882,136893
1180947,NSE-CARD,9948,7,141875,141886
1180947,NSE-ZITO,9262,9,124582,124592
1180950,NSE-ZABA,12706,3,133086,133337
1180950,NSE-ZABA,12713,3,133060,133337
1180952,NSE-CARD,9969,20,141887,141897
1180952,NSE-SIMP,9999,10,136894,136905
1180952,NSE-CARD,9969,10,141887,141899
1180952,NSE-ZABA,12720,10,133337,133347
1180967,NSE-CARD,9969,20,141887,141900
1181017,NSE-OIT,10282,25,125510,125521
1181104,NSE-OIT,10297,25,125522,125532
1181133,NSE-OIT,10301,3,125523,125533
1181133,NSE-ZABA,12703,3,133348,133359
1181133,NSE-OIT,10301,3,125523,125535
1181133,NSE-OIT,10301,3,125523,125537
1181133,NSE-ZABA,12709,3,133349,133362
1181133,NSE-OIT,10301,3,125523,125539
1181133,NSE-ZABA,12709,3,133349,133364
1181147,NSE-ZITO,9263,5,124604,124614
1181151,NSE-ZABA,12707,3,133360,133367
1181151,NSE-ZABA,12683,3,133358,133367
1181166,NSE-OIT,10299,25,125542,125552
1181166,NSE-OIT,10299,25,125542,125553
1181181,NSE-CARD,9981,10,141912,141923
1181247,NSE-DLKV,10995,1,136409,136419
1181247,NSE-DLKV,10995,3,136409,136420
1181247,NSE-ZABA,12664,6,133366,133377
1181270,NSE-SIMP,10000,10,136929,136938
1181270,NSE-OIT,10311,25,125554,125564
1181270,NSE-OIT,10311,25,125554,125565
1181347,NSE-DLKV,10997,2,136421,136431
1181347,NSE-ZABA,12659,7,133379,133389
1181347,NSE-DLKV,10997,1,136421,136432
1181347,NSE-DLKV,10997,3,136421,136433
1181347,NSE-DLKV,11001,8,136422,136434
1181379,NSE-SIMP,10031,10,136940,136950
1181379,NSE-DLKV,10999,10,136436,136445
1181447,NSE-ZITO,9237,10,124635,124645
1181447,NSE-DLKV,10999,6,136436,136446
1181470,NSE-OIT,10326,20,125576,125586
1181490,NSE-SIMP,10021,10,136951,136962
1181547,NSE-OIT,10330,4,125577,125587
1181547,NSE-OIT,10330,1,125577,125588
1181548,NSE-CARD,9948,1,141935,141959
1181548,NSE-CARD,9913,1,141885,141959
1181548,NSE-CARD,9897,20,141837,141959
1181548,NSE-CARD,9897,1,141862,141959
1181548,NSE-CARD,9892,1,141839,141959
1181548,NSE-CARD,9865,1,141757,141959
1181548,NSE-CARD,9854,1,141734,141959
1181548,NSE-CARD,9840,1,141711,141959
1181568,NSE-SIMP,10037,10,136963,136973
1181568,NSE-DLKV,10987,10,136458,136467
1181647,NSE-ZITO,9266,1,124656,124666
1181671,NSE-SIMP,10022,10,136974,136984
1181671,NSE-CARD,9831,10,141970,141979
1181747,NSE-ZITO,9265,4,124668,124677
1181747,NSE-ZITO,9265,9,124668,124678
1181751,NSE-ZABA,12659,20,133410,133432
1181783,NSE-SIMP,10039,10,136985,136995
1181847,NSE-OIT,10331,4,125610,125619
1181869,NSE-SIMP,10033,10,136996,137007
1181869,NSE-CARD,9815,10,141993,142002
1181947,NSE-CARD,9813,3,141992,142004
1181983,NSE-CARD,9805,10,142006,142015
1181983,NSE-OIT,10342,20,125630,125640
1182047,NSE-ZITO,9263,3,124699,124709
1182082,NSE-SIMP,10035,10,137020,137029
1182082,NSE-SIMP,10033,10,137019,137030
1182082,NSE-CARD,9827,10,142016,142027
1182082,NSE-DLKV,10989,10,136510,136519
1182147,NSE-CARD,9829,8,142017,142028
1182151,NSE-SIMP,10047,50,134281,137031
1182188,NSE-SIMP,10047,10,137033,137042
1182188,NSE-DLKV,10975,10,136521,136530
1182221,NSE-ZITO,9261,20,124721,124730
1182247,NSE-DLKV,10971,1,136520,136531
1182247,NSE-OIT,10350,1,125652,125661
1182277,NSE-SIMP,10032,10,137044,137053
1182277,NSE-DLKV,10958,10,136533,136542
1182277,NSE-ZABA,12678,10,133484,133494
1182379,NSE-SIMP,10026,10,137056,137065
1182379,NSE-CARD,9839,10,142051,142061
1182379,NSE-DLKV,10944,10,136544,136553
1182447,NSE-SIMP,10024,4,137055,137067
1182471,NSE-SIMP,10032,10,137069,137078
1182471,NSE-SIMP,10030,10,137068,137079
1182471,NSE-CARD,9843,10,142062,142072
1182471,NSE-DLKV,10937,10,136555,136564
1182547,NSE-DLKV,10933,7,136554,136565
1182549,NSE-DLKV,10910,3,136101,136567
1182549,NSE-DLKV,10904,3,136103,136567
1182575,NSE-SIMP,10048,10,137080,137091
1182575,NSE-CARD,10061,10,142073,142084
1182647,NSE-DLKV,10890,1,136567,136576
1182647,NSE-SIMP,10048,3,137080,137092
1182647,NSE-ZITO,9262,10,124761,124771
1182647,NSE-SIMP,10048,3,137080,137093
1182647,NSE-DLKV,10888,3,135950,136577
1182647,NSE-DLKV,10886,3,136566,136577
1182647,NSE-DLKV,10886,2,136566,136578
1182659,NSE-SIMP,10033,10,137094,137105
1182659,NSE-CARD,10055,10,142085,142096
1182659,NSE-DLKV,10898,10,136580,136589
1182747,NSE-CARD,10055,5,142085,142097
1182774,NSE-OIT,10301,3,125714,125723
1182774,NSE-ZABA,12696,3,133537,133546
1182847,NSE-SIMP,10027,3,137106,137117
1182847,NSE-SIMP,10029,4,137107,137118
1182847,NSE-CARD,10031,5,142099,142109
1182847,NSE-ZITO,9249,5,124783,124792
1182847,NSE-OIT,10297,4,125713,125724
1182944,NSE-SIMP,10045,10,137119,137130
1182979,NSE-ZITO,9228,20,124804,124813
1182996,NSE-CARD,10055,10,142121,142132
1183047,NSE-DLKV,10939,5,136614,136624
1183078,NSE-CARD,10055,10,142133,142144
1183078,NSE-DLKV,10911,10,136626,136635
1183207,NSE-SIMP,10028,10,137153,137164
1183207,NSE-CARD,10076,10,142145,142155
1183207,NSE-ZABA,12680,10,133581,133591
1183247,NSE-CARD,10076,9,142145,142156
1183247,NSE-ZITO,9226,1,124824,124834
1183247,NSE-DLKV,10944,4,136636,136646
1183260,NSE-DLKV,10924,3,136647,136658
1183260,NSE-OIT,10276,3,125766,125775
1183292,NSE-SIMP,10030,10,137165,137176
1183292,NSE-CARD,10056,10,142157,142167
1183347,NSE-CARD,10058,6,142158,142168
1183347,NSE-ZABA,12664,7,133593,133602
1183347,NSE-DLKV,10928,1,136648,136660
1183383,NSE-SIMP,10029,10,137178,137187
1183447,NSE-CARD,10037,6,142169,142181
1183447,NSE-ZITO,9233,3,124845,124855
1183447,NSE-CARD,10037,4,142169,142182
1183453,NSE-ZITO,9210,20,124075,124857
1183485,NSE-SIMP,10013,10,137190,137199
1183485,NSE-CARD,10086,10,142183,142193
1183485,NSE-DLKV,10925,10,136672,136681
1183518,NSE-ZITO,9209,20,124857,124866
1183547,NSE-OIT,10293,8,125788,125797
1183588,NSE-SIMP,10008,10,137202,137211
1183588,NSE-ZABA,12671,10,133624,133634
1183647,NSE-DLKV,10906,3,136682,136693
1183677,NSE-SIMP,9997,10,137214,137223
1183677,NSE-CARD,10250,10,142205,142216
1183747,NSE-SIMP,9995,7,137213,137225
1183772,NSE-DLKV,10896,10,136705,136714
1183867,NSE-CARD,10251,10,142229,142238
1183882,NSE-DLKV,10901,10,136716,136725
1183947,NSE-ZABA,12649,7,133657,133668
1183947,NSE-OIT,10289,3,125829,125839
1183955,NSE-SIMP,9991,10,137249,137258
1183971,NSE-CARD,10266,10,142240,142251
1183971,NSE-ZABA,12649,10,133669,133679
1184043,NSE-OIT,10295,20,125840,125850
1184043,NSE-ZITO,9218,20,124908,124917
1184047,NSE-ZABA,12655,1,133670,133680
1184075,NSE-SIMP,10005,10,137261,137270
1184075,NSE-CARD,10252,10,142252,142263
1184087,NSE-DLKV,10898,10,136738,136747
1184087,NSE-ZABA,12660,10,133681,133691
1184147,NSE-SIMP,10003,2,137260,137271
1184147,NSE-SIMP,10005,3,137261,137272
1184147,NSE-ZABA,12660,3,133681,133692
1184147,NSE-ZITO,9213,4,124918,124928
1184147,NSE-ZITO,9215,2,124919,124929
1184182,NSE-SIMP,9988,10,137274,137283
1184182,NSE-DLKV,10891,10,136749,136758
1184247,NSE-DLKV,10888,3,136657,136759
1184271,NSE-SIMP,9986,10,137285,137294
1184271,NSE-CARD,10259,10,142275,142286
1184271,NSE-DLKV,10905,10,136760,136771
1184271,NSE-DLKV,10905,10,136760,136772
1184347,NSE-ZABA,12634,7,133461,133713
1184347,NSE-ZABA,12634,2,133461,133714
1184378,NSE-CARD,10246,10,142287,142298
1184378,NSE-DLKV,10890,10,136773,136783
1184378,NSE-DLKV,10890,10,136773,136784
1184447,NSE-DLKV,10890,8,136773,136785
1184447,NSE-ZITO,9185,9,124950,124960
1184486,NSE-SIMP,9964,10,137308,137317
1184547,NSE-ZITO,9215,3,124962,124971
1184573,NSE-SIMP,9976,10,137320,137329
1184573,NSE-CARD,10138,10,142311,142320
1184573,NSE-DLKV,10893,10,136798,136809
1184573,NSE-DLKV,10893,10,136798,136810
1184647,NSE-ZITO,9203,3,124973,124982
1184747,NSE-DLKV,10882,7,136811,136823
1184747,NSE-SIMP,9986,7,137332,137342
1184747,NSE-SIMP,9984,6,137331,137343
1184750,NSE-OIT,10306,20,125911,125922
1184770,NSE-DLKV,10902,10,136824,136835
1184770,NSE-DLKV,10902,10,136824,136836
1184847,NSE-ZABA,12653,6,133756,133765
1184849,NSE-DLKV,10877,3,136408,136838
1184876,NSE-SIMP,9996,10,137355,137366
1184876,NSE-CARD,10143,10,142346,142355
1184876,NSE-DLKV,10877,10,136838,136847
1184947,NSE-SIMP,9996,2,137355,137367
1184983,NSE-SIMP,9979,10,137369,137378
1184983,NSE-CARD,10113,10,142358,142367
1185047,NSE-OIT,10281,9,125943,125952
1185047,NSE-DLKV,10892,3,136850,136862
1185059,NSE-SIMP,9974,10,137380,137389
1185059,NSE-CARD,10100,10,142369,142378
1185059,NSE-DLKV,10878,10,136863,136873
1185059,NSE-ZABA,12679,10,133786,133796
1185059,NSE-DLKV,10878,10,136863,136874
1185076,NSE-OIT,10283,20,125953,125963
1185076,NSE-ZITO,9187,20,125024,125033
1185147,NSE-ZITO,9187,7,125024,125034
1185147,NSE-DLKV,10878,1,136863,136875
1185177,NSE-ZABA,12688,10,133797,133807
1185247,NSE-ZITO,9213,1,125035,125045
1185247,NSE-CARD,10115,4,142380,142390
1185295,NSE-DLKV,10928,10,136888,136898
1185295,NSE-DLKV,10928,10,136888,136899
1185347,NSE-DLKV,10932,8,136889,136900
1185347,NSE-DLKV,10928,1,136888,136901
1185360,NSE-SIMP,9968,10,137414,137423
1185360,NSE-DLKV,10904,10,136902,136912
1185360,NSE-ZABA,12704,10,133818,133828
1185360,NSE-DLKV,10904,10,136902,136913
1185447,NSE-ZITO,9203,5,125056,125066
1185471,NSE-SIMP,9990,10,137426,137435
1185471,NSE-ZABA,12706,10,133829,133839
1185647,NSE-SIMP,9974,4,137436,137447
1185647,NSE-SIMP,9976,4,137437,137448
1185649,NSE-DLKV,10904,20,136938,136939
1185650,NSE-OIT,10289,20,126014,126015
1185673,NSE-SIMP,9985,10,137450,137459
1185690,NSE-DLKV,10921,10,136939,136950
1185690,NSE-DLKV,10921,10,136939,136951
1185783,NSE-SIMP,9968,10,137461,137470
1185783,NSE-CARD,10342,10,142449,142458
1185783,NSE-DLKV,10925,10,136952,136963
1185783,NSE-DLKV,10925,10,136952,136964
1185847,NSE-ZITO,9187,1,125098,125107
1185847,NSE-OIT,10273,2,126025,126035
1185850,NSE-SIMP,9960,3,135840,137472
